,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
1924,19221,1,,25000.0,,,,False,,Espace Unique près de Pigalle,Mythique salle évènementielle au pied de Montmartre,"Destiné et imaginé pour la danse et la musique, la Salle est constitué d’un grand volume principal rectangulaire qui permet d’accueillir divers événements. Lors de sa rénovation, des artisans de décors de cinéma et de théâtre ont travaillé à recréer le style de l’époque et à rester fidèle à l’esprit initial du lieu.

L’espace scénique est escamotable, pour pouvoir travailler aussi bien sur des configurations de scène classique, centrale ou à plat.

Pensée pour une grande modularité, la salle peut être livrée avec ou sans espace scénique. En effet, la scène est un plateau escamotable sur vérins, qui permet de travailler aussi bien sur des configurations classiques à 610 m2 ou à plat à 790m2.",Cet espace unique est avantageusement situé à quelques minutes à pied de Pigalle.,,Paris,75018,Hall,,Air Conditioning;Electricity;Handicap Accessible;Heating;Security System;Internet;Sound & Video Equipment;Toilets;Bar;Elevator;Daylight;Industrial;Large Door Entrance;Car Display;Multiple Rooms;Smoking Area;Soundproof,Fashion Show;Late Night Event (after 10pm);Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,paris
1926,34713,1,,1900.0,,,,False,,,Un espace idéal pour vos formations ou réunion d'équipe.,"Il s'agit d'un espace idéal pour les réunions d'équipe ou les formations. Placé au dernier étage de l'immeuble, l'endroit est chaleureux et très cosy pour un espace de travail dans un confort maximum. 
A disposition vous avez une petite cuisine et un mini bar pour vous faire des petites pauses thé, cafés. La salle est équipée d'un vidéoprojecteur, tableau papier, chaise roulante avec tablette intégrées. Cet espace peut également servir à d'autres types d'évènements, tels que des ateliers créatifs ou encore sportifs.",,,Paris,75002,Meeting Space,,Air Conditioning;Furniture;Counters;Electricity;Handicap Accessible;Internet;Office Equipment;Sound & Video Equipment;Toilets;Elevator,Art Opening;Late Night Event (after 10pm);Food Event;Corporate Event;Conference;Meeting;Office,paris
1929,20804,1,28.0,4000.0,52500.0,4000.0,17500.0,False,,Boutique/loft Unique en son genre à Saint-Lazare,Boutique/loft Unique en son genre à Saint-Lazare,"Avantageusement situé à une minute à pied de la gare Saint Lazare et à deux minutes à pied de Saint Augustin dans une rue à très fort trafic, ce superbe loft ouvert de 400m2 est parfait pour un Pop-Up Store, Showroom, Vente Privée ou autres types de projets pouvant pour la plupart correspondre à ce lieu magnifique.

Cet espace se compose pierres apparentes, canapés, fauteuils clubs, guitares backgammon, bar en bois, sono. ainsi que d'autres services mis à votre disposition à titre exceptionnel. Notez que ce local représente le plus grand loft de réalité virtuelle à Paris, avec également une entée sur rue . Le loft se situe au premier étage ce qui en fait un cocon préservé du bruit et une très bonne opportunité, dans la mesure où il est tout équipé, car vous trouverez y trouverez des frigidaires, une connexion très haut débit, mais également un vidéo projecteur simulateurs de réalité virtuelle à disposition...Le loft est conforme aux normes ERP et dispose d'un accès PMR.

Cet espace incroyable est avantageusement situé à seulement une minute à pied de la gare Saint-Lazare et à 9 minutes à pied du quartier chic de la Madeleine, où vous pourrez vous aligner avec les plus grandes marques du monde. C'est un espace incroyable pour héberger des marques et leur permettre d'avoir un impact majeur.","Avantageusement situé à une minute à pied de la gare Saint Lazare et à deux minutes à pied de Saint Augustin dans une rue à très fort trafic, ce superbe loft ouvert de 400m2 est parfait pour un Pop-Up Store, Showroom, Vente Privée ou autres types de projets pouvant pour la plupart correspondre à ce lieu magnifique.",Madeleine - Vendôme,Paris,75008,Boutique / Shop,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Office Equipment;Sound & Video Equipment;Toilets,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming,paris
1930,9417,1,,1200.0,,,,False,,Pop-Up Store dans le quartier Opéra - Bourse,Pop-Up Store dans le quartier Opéra - Bourse,"Cette superbe boutique de 99m², dont 19m² de réserve dans le quartier élégant de Opéra-Bourse, vous est proposée en location Éphémère afin d’y organiser vos Pop-Up Stores, Boutiques Ephémères, Lancements de Produits/Marques, Ventes Privées, Showrooms ou Expositions…
Pourvue d’une devanture magistrale donnant sur la rue même, nichée dans un immeuble coquet et profitant d’une belle hauteur sous plafond, elle bénéficie d’une radieuse luminosité.

Située au coeur du Sentier à deux pas de la place de la Bourse et des Grands Boulevards, elle augure passage et visibilité des plus denses.","Cette superbe boutique de 99m², dont 19m² de réserve dans le quartier élégant de Opéra-Bourse, vous est proposée en location Éphémère afin d’y organiser vos Pop-Up Stores, Boutiques Ephémères, Lancements de Produits/Marques, Ventes Privées, Showrooms ou Expositions…
Pourvue d’une devanture magistrale donnant sur la rue même, nichée dans un immeuble coquet et profitant d’une belle hauteur sous plafond, elle bénéficie d’une radieuse luminosité.",Sentier - Grands Boulevards,Paris,75002,Boutique / Shop,,Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Lighting;Street Level;Window Display;Toilets,Art Opening;Product Launch;Fashion Showroom,paris
1948,33942,1,,18000.0,,,,False,,,Lieu unique - un ancien hangar style Eiffel situé dans le centre de Paris,"Un lieu unique dans paris.
Un bâtiment long et haut, avec 1.627 m2 d’espaces d’exposition et une grande nef de type Eiffel,",,,Paris,75012,Event Space,,Electricity;Raw;Industrial;Car Display,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,paris
1952,33476,1,,4000.0,,,,False,,,Showroom Haussmannien près de l'Arc de Triomphe,"L’Arc de Triomphe pour la vue - le Victoria Paris et le club de l’Arc Paris pour le glamour, situés au sein du même hôtel particulier. 
Vous n’êtes ici qu’entre vous dans un cadre 100% parisien: deux appartements de 170 et 180m2 habillés de moulures, de cheminées et d’un parquet d’origine. Les 4 mètres de hauteur sous plafond confèrent élégance et clarté à l’espace, permettant la tenue d’événements aussi bien de jour comme « by night » : un décor magnifié par les jeux de lumières sur l’une des plus célèbres places au monde.
Conférences, dîners privés, soirées dansantes : tout peur s’y envisager !",,,Paris,75116,Apartment / Loft,,Electricity;Lighting;Internet;Sound & Video Equipment,Private Sale;Late Night Event (after 10pm);Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Photo Shooting,paris
1954,34826,7,,,8000.0,,2100.0,False,,,Galerie rue de Sévigné - Marais,"Située à Saint-Paul, la galerie se trouve en plein marais. Les boutiques prestigieuses et le musée Carnavalet permettent un passage de qualité. Espace optimisé pour accrochage ou présentation avec 2 vitrines et une double porte vitrée. Refait à neuf.",,,Paris,75004,Art Gallery,,Electricity;Heating;Lighting;Stock Room;Street Level;Internet;Window Display;Toilets;Ground Floor;Daylight;Whitebox / Minimal;Large Door Entrance,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming,paris
1961,34290,1,,3000.0,35000.0,,15000.0,False,,,Boutique élégante près de Wagram (17ème),"Vous recherchez un espace commercial spacieux et moderne dans le 17ème arrondissement de Paris ? Ne cherchez plus ! Cette boutique de 575m² est l'endroit idéal pour votre entreprise. Avec son design industriel élégant et son aménagement intérieur en blanc, cet espace offre une ambiance contemporaine et lumineuse. 
L'intérieur de la boutique est caractérisé par des murs blancs, des sols en dalles couleur béton poli et des ces poutres apparentes,  créant ainsi une atmosphère industrielle unique. Les grandes vitrines permettent une abondance de lumière naturelle, mettant en valeur votre produit ou service. Grâce à sa superficie généreuse, cet espace offre de nombreuses possibilités d'aménagement. Que vous souhaitiez créer un showroom, une galerie d'art ou un espace de vente ouvert au publique, les possibilités sont infinies.",,,Paris,75017,Boutique / Shop,,Air Conditioning;Electricity;Internet,Fashion Show;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming,paris
1962,23393,1,,6500.0,,,,False,,Lieu Atypique à Bastille,Lieu Atypique proche Bastille / Le Marais - Idéal Showroom Fashion Week / Shooting Photo / Tournage,"Ce lieu atypique est situé à proximité de Bastille et du Canal Saint-Martin, proche du célèbre quartier du Marais et de la Place des Vosges. Il est idéal pour un Showroom, une Exposition, un Lancement de Produit, un Shooting, un Tournage ou bien des Ventes Privées.

Il est composé de 3 niveaux pour une surface total de 670 m². Un sous-sol totalement aménagé, un RDC en octogone et un Balcon au 1er étage avec une vue sur le RDC. Dans un style industriel, bois et pavé.

Situé dans un environnement passant, cet espace jouit d'une certaine intimité grâce à sa position en arrière cour. Il est idéal pour les créateurs qui recherchent un lieu atypique, discret et fonctionnel.",Ce lieu atypique est situé à proximité de Bastille et du Canal Saint-Martin.,Bastille,Paris,75011,Unique Space,,Furniture;Garment Rack;Handicap Accessible;Lighting;Internet;Sound & Video Equipment;Toilets,Fashion Show;Private Sale;Art Opening;Product Launch;Fashion Showroom;Corporate Event;Photoshoot & Filming;Photo Shooting,paris
1964,32249,5,,1800.0,30000.0,,11000.0,False,,,Galerie d'art dans le Marais,"La galerie est située dans le quartier du Haut-Marais, en plein cœur de Paris, à deux pas de la place de la République et non loin du centre Pompidou et de l'hôtel de Ville. Elle se trouve au cœur d'un quartier où fleurissent des galeries d'art, ainsi que de nombreux restaurants et cafés.

Elle accueille fréquemment des événements et des présentations de collections. La situation et l'espace sont très adaptés à l'organisation d'un showroom, d'un événement privé ou d'un pop-up store.

L'espace proposé à la location mesure environ 150 m2 sur rue. Entièrement peint en blanc, il est conçu comme un loft à l'allure industrielle avec parquet brut, béton et rampes de métal, ainsi que plusieurs piliers structurant l'espace. A l'immense pièce principale de cinq mètres sous plafond, s'ajoutent des endroits plus intimes, dont deux en mezzanine, chacun ayant son caractère et son ambiance propre.

Le local est baigné par la lumière naturelle d'une vitrine de 7 mètres linéaires, et dispose, dans la pièce principale, de trois rampes de spots de type spectacle ajustables. Il dispose également de toilettes et d'un espace cuisine (frigidaire, cafetière, bouilloire). La location de la galerie inclut l'utilisation du bureau de réception et d'une utilisation illimitée du Wifi.

--

The gallery is located in the Haut-Marais district, in the heart of Paris, close to the Republic Square and not far from Georges Pompidou Center and the city hall. The aera is full of contemporary art galleries, restaurants and cafés.

The gallery frequently hosts events and fashion shows. The location and space are very suitable for the organization of a showroom, a private event or a pop-up store. The proposed lease space is approximatively 150 m2 on street space.

Painted entirely in white, it is designed as a loft in the industrial look with natural wood floors, concrete and metal ramps, and several pillars structuring the space. The main room (entry) is five-meter ceiling huge, and there are more intimate places (two mezzanines), each with its own character and atmosphere.

Bathed in natural light from a window of 7 linear meters, and has three ramp-type spots adjustable sight and remote monitoring. It has toilets and a kitchen area (including a fridge, a coffee maker and a kettle). The location of the gallery includes the use of the reception desk and an unlimited use of WiFi.",,,Paris,75003,Art Gallery,,Furniture;Counters;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Internet;Toilets;Ground Floor;Large Door Entrance;Multiple Rooms;Water Access,Fashion Show;Private Sale;Pop-Up Store;Fashion Showroom,paris
1976,33556,1,,4500.0,105000.0,8000.0,28000.0,False,,,Auditorium modulable dans le triangle d'or,"Situé dans le très chic 8ème arrondissement de Paris, à proximité de la Place de la Concorde, de la Place de la Madeleine et de la très célèbre Rue Saint-Honoré, cet hôtel particulier est idéal pour un Showroom, un Événement Corporate, un Tournage, un Lancement de Produit, un Shooting Photo, des Conférences, des Réunions d'Affaires.

Ancien club de jeux privé, le lieu s’articule autour de six niveaux modulables qui offrent des ambiances singulières tout en gardant comme ligne de conduite : modernité, raffinement et prestige. L'ensemble du bien dispose d'une surface de 900 m2.

Un lieu intimiste à quelques pas du Palais de l’Elysée qui abrite une magnifique terrasse. Profitez de l’aspect exclusif d’un lieu événementiel complètement méconnu et off-market.

Au coeur d'un quartier prestigieux et passant, cet espace est idéal pour les entreprises et les designers à la recherche d'un bien d'exception au centre de Paris.

POSSIBILITÉ DE LOUER L'ESPACE EN PRIVATISATION TOTALE OU PARTIELLE.",,,Paris,75008,Event Space,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Sound & Video Equipment;Toilets;Ground Floor;Rooftop;Elevator;Daylight;Whitebox / Minimal;Large Door Entrance;Multiple Rooms;Water Access;Smoking Area;Soundproof;Terrace,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,paris
1980,34859,1,,1200.0,,,,False,,,"Splendide appartement haussmannien, vue monument","Sublimes volumes à la lisière du 9ème arrondissement, au sein d'un très bel immeuble ancien, au 3ème étage par ascenseur, vue imprenable sur l'Eglise Saint Vincent de Paul.
Appartement traversant qui bénéficie d'une hauteur sous plafond de 3m40, composé de 2 chambres, 1 sdb, toilettes indépendantes et buanderie.
Parquet ancien, cheminée.
Appartement refait par un architecte, meubles design",,,Paris,75010,Apartment / Loft,,Furniture;Garment Rack;Electricity;Heating;Kitchen;Street Level;Internet;Office Equipment;Toilets;Living Space;Stunning View;Ground Floor;Bathroom;Elevator;Daylight;Haussmann Style;Large Door Entrance;Multiple Rooms,Pop-Up Store;Photoshoot & Filming;Photo Shooting,paris
1981,23994,1,3.0,2000.0,,2500.0,,False,,Espace Unique à Neuilly-sur-Seine,Espace Unique à Neuilly-sur-Seine,"Découvrez cette salle événementielle idéale pour vous réunir et y organiser votre soirée ou cocktail d'entreprise ! Ce grand espace, qui a une superficie de 230 m2, se trouve aux portes de Paris, juste à côté de la ligne 1 du métro parisien et de la station Pont de Neuilly. 
Le mobilier de la salle est entièrement modulable et permet d'adapter la salle à vos besoins : theatre, ecole, plénière, cocktail….
200 personnes peuvent d'ailleurs être réunies en même temps lors de vos événements . 
Afin de vous accompagner lors de votre événement, vous trouverez de l'équipement technique comme deux projecteurs, 4 écrans de rétroprojecteurs, 4 TV dont 2 amovibles, d'un système de sonorisation ainsi que des paperboards.","Cet espace de vente au détail contemporain dans le quartier animé de la banlieue parisienne est parfait pour les marques qui souhaitent organiser un événement d'entreprise, une séance photo ou une vente privée.",,Neuilly-sur-Seine,92200,Conference Room,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Security System;Street Level;Internet;Office Equipment;Sound & Video Equipment;Toilets,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage,paris
1982,23995,1,3.0,1600.0,,2000.0,,False,,Espace Unique dans le 11e arrondissement,Espace Unique dans le 11e arrondissement,"Situé près de Nation, en plein cœur de Paris, nous mettons à votre disposition un espace de 80 m2 ainsi qu’une terrasse privative.
La salle est située dans un hôtel particulier ce qui rend l'atmosphère intimiste et cosy.
C’est idéal pour vos séminaires, conférences, formations ou encore soirées d'entreprise. 
L’espace est intégralement modulable, permettant tous types de disposition: theatre, ecole, plénière, cocktail….Vous pourrez y accueillir jusqu’à 60 personnes.",Ce lieu moderne et lumineux est situé à seulement 5 minutes à pied de Bastille.,,Paris,75011,Event Space,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Street Level;Internet;Office Equipment;Sound & Video Equipment;Toilets,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage,paris
1985,19228,28,336.0,,4000.0,,,False,,Boutique Premium près des Galeries Lafayette,Espace premium square Montholon,"Située à l'angle de la rue Lafayette et face au square Montholon au coeur du 9ème arrondissement de Paris, à 10 mn à Pied de la gare du Nord et de l'Opéra, notre espace est de plain pied avec 1 grande vitrine sur rue entièrement ouvrable, 2 salles de réunion et réserve en SS, haut sous plafond et pierres apparentes, et 1 cuisine.
Il et aussi être disponible le soir jusqu'à minuit.",Cette boutique moderne est avantageusement située dans le quartier animé des Grands Boulevards.,,Paris,75009,Boutique / Shop,,Air Conditioning;Electricity;Heating;Kitchen;Lighting;Stock Room;Street Level;Internet;Toilets,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming,paris
1999,34711,1,,500.0,,,,False,,,Super lieu - idéal pour vos conférence ou TeamBuildings,"Nous sommes un espace unique dédié principalement aux réunions d'entreprise. Ce lieu est très souvent vendu avec un autre espace qui se trouve juste en dessous, un lieu ouvert. 
Cet espace peut accueillir jusqu'à 100 personnes sur des gradins, idéal pour des présentations ou Teambuilings. Très aéré grâce aux grandes fenêtres supérieures. 
Ce lieu met à disposition, un équipement son, des micros à la demande, un rétro-projecteur ainsi qu'un mur blanc. Des portes manteaux, ainsi que des tables peuvent être utilisées si besoin.",,,Paris,75002,Event Space,,Air Conditioning;Furniture;Garment Rack;Electricity;Handicap Accessible;Lighting;Internet;Sound & Video Equipment;Toilets;Elevator;Daylight;Raw;Industrial;Soundproof,Fashion Show;Art Opening;Late Night Event (after 10pm);Product Launch;Corporate Event;Photoshoot & Filming;Conference;Meeting,paris
2000,21895,1,,1200.0,,3500.0,7000.0,False,,Showroom Atypique à Oberkampf,Showroom Atypique à Oberkampf,"Cet espace est situé dans le quartier branché d'Oberkampf, niché dans un charmant passage, à proximité des rues d'Oberkampf, des Trois Bornes, de Saint-Maur et du bar branché ""L'Alimentation Générale"".

Situé dans un beau passage pavé du 11ème arrondissement de Paris avec une entrée privée, cet espace est élégant avec une ambiance sophistiquée et se trouve à seulement 5 minutes du Marais. Ce lieu vaste est idéal pour les demandes de showrooms, de pop-ups, de communiqués de presse, de séances de photos ou de cocktails en soirée. Cet endroit a l'avantage de répondre à tous vos projets. Les intérieurs sont contemporains avec des murs blancs et des planchers en bois avec un sous-sol pouvant accueillir une réserve, ainsi que deux salles au cas où vous auriez besoin de passer la nuit, le tout sur cour, ce qui confère à l'espace une atmosphère moderne.

Entouré de galeries d'art réputées et de restaurants populaires, cet espace est idéal pour les marques et les concepteurs qui peuvent organiser des événements uniques dans un cadre animé.","Cet espace est situé dans le quartier branché d'Oberkampf, niché dans un charmant passage, à proximité des rues d'Oberkampf, des Trois Bornes, de Saint-Maur et du bar branché ""L'Alimentation Générale"".",,Paris,75011,Art Gallery,,Electricity;Kitchen;Stock Room;Internet;Office Equipment;Toilets;Bar,Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Photo Shooting,paris
2002,34712,1,,2200.0,,,,False,,,Un lieu unique modulable pour vos évènements d'entreprise.,"Nous somme un espace de coworking, ouvert à la formation et l'évènementiel. Un espace convivial, avec des grandes tables et bancs en bois brut, un espace très industriel qui offre un charme à tous les évènements collaboratifs. Un espace desservi par de grandes fenêtres pour un maximum de luminosité et de confort. 
Dans cet espace, vous aurez à disposition un plan de travail disponible pour vous faire des pauses cafés, thés ou déjeuners. Dans le fond de la salle, vous avez accès à des grands portes manteaux et WC attenantes.",,,Paris,75002,Event Space,,Air Conditioning;Furniture;Garment Rack;Counters;Electricity;Handicap Accessible;Lighting;Internet;Toilets;Elevator;Daylight;Industrial,Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Conference;Food & Beverage;Meeting;Office,paris
2008,31048,1,336.0,1200.0,15000.0,2000.0,6000.0,False,,,Haussmann apartment in République Lancry area,"Our space is an 160 sqm typical Haussmann apartment with moulding, fire stations, mirrors and wooden floor. There are 4 exhibition rooms full of light in the trendy area near to canal Saint Martin. The space is rented empty but we can provide designer furnitures, speaker, little bit of storage space.",,,Paris,75010,Unique Space,,Furniture;Electricity;Heating;Kitchen;Internet;Toilets;Haussmann Style;Multiple Rooms;Water Access;Animals Friendly,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Meeting;Office;Photo Shooting,paris
2012,34937,168,,,15000.0,,,False,,,Magnifique espace avec couleurs pop et équipements design,"Notre espace est un doux mélange entre les espaces verts et l’ambiance industrielle. 
Avec ses couleurs pop et son équipement design, il a de quoi plaire aux plus exigeants.",,,Paris,75010,Office Space,,Air Conditioning;Furniture;Heating;Lighting;Office Equipment;Toilets;Stunning View;Daylight;Multiple Rooms;Animals Friendly,Private Sale;Fashion Showroom;Shopping Mall;Conference;Meeting;Office,paris
2014,34849,7,336.0,,11500.0,,3163.0,False,,,La Belle Verrière - Super bureau privatif,"Située à égale distance de la Place de la République et de la Place de la Bastille, la Verrière Méricourt bénéficie d'une localisation idéale à tous les niveaux ! 
Vous y trouverez de nombreux lieux culturels et festifs, dans un arrondissement qui a marqué l'histoire. 
Et en dehors des bureaux, côtoyez les tables gastronomiques pour vos repas d'affaires, ou les commerces en tout genre pour vos virées shopping. 
Côté accessibilité, cet espace de travail est particulièrement bien desservi et accessible très facilement, que vous résidiez au nord, au sud, à l'est ou à l'ouest de la Capitale. 
Foncez ! Ce bureau privatif n'attend que vous.",,,Paris,75011,Office Space,,Furniture;Electricity;Handicap Accessible;Kitchen;Lighting;Internet;Office Equipment;Sound & Video Equipment;Toilets;Ground Floor;Daylight;Multiple Rooms;Water Access;Animals Friendly;Soundproof,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,paris
2030,33993,7,32.0,,60000.0,,20000.0,False,,,Galerie d'art de 100 m2 en plein cœur du Marais (métro Arts et Métiers),"Située à proximité immédiate de toutes les commodités, dans l'un des quartiers les plus créatifs de France, la galerie – à l'aspect industriel (sol en béton ciré, piliers en bois, murs blancs, très hauts plafonds), aux grandes baies vitrées donnant sur le passage peu fréquenté, exclusivement piéton, qui le sépare de son deuxième espace (et où peut se placer son mobilier d'été) – met environ 80m2 de sa surface au sol en location, du 26 juillet au 27 août.",,,Paris,75003,Art Gallery,,Furniture;Counters;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Office Equipment;Sound & Video Equipment;Toilets;Ground Floor;Rooftop;Bathroom;Raw;Whitebox / Minimal;Industrial;Multiple Rooms;Water Access;Smoking Area,Private Sale;Art Opening;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Office;Shop Share;Photo Shooting,paris
2037,34110,2,15.0,2500.0,,2500.0,17500.0,False,,,Appartement haussmanien Saint Germain 7,"Magnifique Appartement Haussmannien, idéal pour des Showrooms lors des Fashion Week Parisiennes.

Immeuble de standing avec moulures au plafond, composé d’une triple réception, 4 chambres
Trois salons en enfilade tout connecté 

Belle luminosité, balcon filant

Proches autres showrooms de marques",,,Paris,75007,Apartment / Loft,,Electricity;Fitting Rooms;Kitchen;Lighting;Toilets;Living Space;Bathroom;Elevator;Haussmann Style;Large Door Entrance;Multiple Rooms;Water Access;Concierge;Terrace,Art Opening;Product Launch;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,paris
2040,34767,4,10.0,160.0,,,,False,,,LOFT STUDIO PHOTO,Charmant petit loft actuellement utilisé comme studio photo ou showroom au calme sur cour.,,,Paris,75010,Photo / Filming Studio,,Furniture;Electricity;Lighting;Street Level;Office Equipment;Toilets;Daylight;Concierge,Private Sale;Fashion Showroom;Photoshoot & Filming;Office;Photo Shooting,paris
2041,18752,1,,500.0,8000.0,,2750.0,False,,Joli Loft au coeur de Saint-Germain-des-Prés,Joli Loft au coeur de Saint-Germain-des-Prés,"Situé dans le prestigieux Saint Germain des Prés, ce sublime loft est un excellent emplacement pour les marques qui souhaitent organiser un lancement de produit, une salle d'exposition ou des événements privés.

Installé dans un bâtiment classique avec une entrée privée, cet espace est élégant avec une ambiance sophistiquée. Toute la maison est située au bas d'une cour. Il est lumineux et très calme avec une grande pièce avec poutres et hauteur sous plafond.
Les intérieurs sont contemporains avec des murs blancs et des planchers en bois donnant à l'espace une sensation de modernité. Cet espace offre les commodités de base, y compris une zone de stockage, et peut accueillir une variété d’événements de showroom.

Situé au cœur du cher quartier de Saint-Germain-des-Prés, à proximité des rues Saint-Sulpice et Sèvres, cet espace, proche de nombreuses enseignes et chaînes prestigieuses, garantit un trafic et une visibilité inégalés.","Situé dans le prestigieux Saint Germain des Prés, ce sublime loft est un excellent emplacement pour les marques qui souhaitent organiser un lancement de produit, une salle d'exposition ou des événements privés.",,Paris,75006,Apartment / Loft,,Furniture;Electricity;Heating;Kitchen;Lighting;Internet;Office Equipment;Toilets,Private Sale;Art Opening;Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming,paris
2043,34979,1,,660.0,,,,False,,,Salle de réunion chalet Neuilly,"Notre espace de co-working vous offre la possibilité d’organiser vos réunions dans la salle chalet. Cette salle a la particularité d'être en longueur, idéal pour les réunions de type scolaires. 
À disposition :
Capacité : 15 pers
4 écrans TV
1 grand tableau blanc
salle modulable 
3 grand tables 
Possibilité de régler le Chauffage/ Climatisation
Câble hdmi fourni
Adaptateur
Fournitures (stylo, post-it,papier feutres, tableau)
Possibilité d’impression
fauteuils
Décoration chaleureuse
Boissons chaudes en illimités

N’attendez plus et venez travailler les mains ( presque ) dans les poches :)",,,Neuilly-sur-Seine,92200,Meeting Space,,Furniture;Electricity;Heating;Internet;Toilets;Elevator;Daylight,Meeting,paris
2051,10167,5,,2650.0,,2650.0,17500.0,False,,Showroom à Beaubourg,Showroom à Beaubourg,"Laissez-vous séduire par ce superbe espace tout habillé de blanc, de 170m² et composé de trois espaces en enfilade de 100, 40 et 30m². Il vous est proposé en location Éphémère afin d’y organiser votre prochain événement comme un(e)Showroom, Showroom Fashion Week, Fashion Show, Soirée, Shooting, Collectif de Créateurs, Shooting ou Exposition…
Une jolie cour abrite ce petit bijou caché derrière deux belles fenêtres et une porte toutes trois habillées de doux arrondis.

Dès l’entrée, on craque pour la pureté de l’endroit. Blanc du sol aux murs, une touche de pierres de taille et le charisme de la verrière qui veille sur le plus grand des trois espaces. Le tout est vivement éclairé par de graphiques néons et autres rangées d’halogènes inclinables, fixés au plafond. Voilà sans aucun doute un partenaire parfaitement modulable qui n’attend plus que vous pour inventer à vos côtés de futurs événements inoubliables notamment lors de la Fashion Week.

Situé au coeur de l’effervescent quartier Beaubourg, Showrooms prisés et enseignes stars entourent ce bel espace.","Laissez-vous séduire par ce superbe espace tout habillé de blanc, de 170m² et composé de trois espaces en enfilade de 100, 40 et 30m².",Le Marais,Paris,75003,Art Gallery,,Electricity;Heating;Kitchen;Lighting;Stock Room;Street Level;Internet;Office Equipment;Toilets;Industrial,Fashion Show;Private Sale;Art Opening;Product Launch;Fashion Showroom,paris
2052,10879,1,60.0,1800.0,8000.0,,,False,,Prime Haut Marais Art Space,Prime Haut Marais Art Space,"This amazing 100 sq m gallery and retail space in Haut Marais is perfect for Art Exhibitions, Showrooms and Pop-Up Stores. 

The space has a modern and sophisticated frontage finished in dark gray with double display windows. The interiors of the space are classic with white walls, wooden floors and adjustable spotlights, ideal for showcasing new products. The gallery space has a sophisticated atmosphere and a range of facilities making it well-equipped for retail.

Located close the busy streets of Rue de Turenne, and Rue Vieille du Temple, this space offers artists and brands an opportunity to gain exposure in an arty environment.","This amazing 100 sq m gallery and retail space in Haut Marais is perfect for Art Exhibitions, Showrooms and Pop-Up Stores.",Le Marais,Paris,75003,Art Gallery,,Electricity;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Toilets,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom,paris
